"","ticker","open","close","adj_close","low","high","volume","date"
"5211936","MTB",177.279998779297,176.309997558594,176.309997558594,176.179992675781,177.520004272461,555600,2018-08-24
"5224674","AWK",88.4000015258789,88.8499984741211,88.8499984741211,87.9499969482422,88.9300003051758,333000,2018-08-24
"5261369","XL",57,57.0400009155273,57.0400009155273,56.9500007629395,57.0499992370605,1499600,2018-08-24
"5273019","MTD",564.320007324219,568,568,562.760009765625,569.52001953125,108600,2018-08-24
"5319568","WLTW",147.199996948242,146.979995727539,146.979995727539,145.839996337891,147.270004272461,349400,2018-08-24
"5355788","APC",63.7400016784668,63.6500015258789,63.6500015258789,63.2299995422363,64.1800003051758,2925600,2018-08-24
"5356314","GPN",120.480003356934,122.150001525879,122.150001525879,120.480003356934,122.199996948242,527900,2018-08-24
"5399200","DLTR",93.9000015258789,93.4599990844727,93.4599990844727,93.0100021362305,94.1600036621094,2104200,2018-08-24
"5448647","VAR",112.650001525879,112.459999084473,112.459999084473,112.26000213623,112.900001525879,250000,2018-08-24
"5456447","APD",164.789993286133,165.970001220703,165.970001220703,164.179992675781,166.490005493164,505700,2018-08-24
"5586541","TRV",130.059997558594,130.509994506836,130.509994506836,129.850006103516,130.679992675781,1180300,2018-08-24
"5588486","ESRX",87.9899978637695,87.9100036621094,87.9100036621094,87.7600021362305,88.4599990844727,3677800,2018-08-24
"5591727","STT",85.8300018310547,86.120002746582,86.120002746582,85.5100021362305,86.1900024414062,1378800,2018-08-24
"5601600","CDNS",46.6199989318848,46.8199996948242,46.8199996948242,46.5400009155273,46.939998626709,888400,2018-08-24
"5611036","GPS",29.6599998474121,29.6499996185303,29.6499996185303,28.5699996948242,30.1900005340576,18666100,2018-08-24
"5658779","APH",93.8399963378906,93.5999984741211,93.5999984741211,93.2900009155273,93.8499984741211,2277300,2018-08-24
"5671836","STX",55.9500007629395,55.75,55.75,55.4000015258789,56.2200012207031,1852600,2018-08-24
"5774390","STZ",204.610000610352,207.600006103516,207.600006103516,204.610000610352,208.710006713867,2189700,2018-08-24
"5913615","XRX",27.4200000762939,27.3999996185303,27.3999996185303,27.2399997711182,27.5200004577637,2212200,2018-08-24
"5940539","AXP",105.910003662109,105.76000213623,105.76000213623,105.449996948242,106.339996337891,1844000,2018-08-24
"5999247","TSN",62.6500015258789,63.1199989318848,63.1199989318848,62.1100006103516,63.2599983215332,2954900,2018-08-24
"6048978","JNJ",135.110000610352,135.949996948242,135.949996948242,134.830001831055,136.149993896484,4809400,2018-08-24
"6069820","FTI",30.3899993896484,30.2800006866455,30.2800006866455,30.1800003051758,30.4200000762939,1905200,2018-08-24
"6096257","AAL",38.9000015258789,38.8199996948242,38.8199996948242,38.5299987792969,39.1500015258789,3561700,2018-08-24
"6155588","BSX",34.4500007629395,34.7200012207031,34.7200012207031,34.4099998474121,34.8199996948242,5511100,2018-08-24
"6301009","AYI",147.979995727539,149.029998779297,149.029998779297,146.869995117188,149.410003662109,295000,2018-08-24
"6325015","TSS",95.8099975585938,96.6100006103516,96.6100006103516,95.5899963378906,96.6900024414062,1137100,2018-08-24
"6330250","AAP",163.149993896484,164.360000610352,164.360000610352,162.570007324219,165.070007324219,729300,2018-08-24
"6347566","ALXN",117.01000213623,117.5,117.5,116.680000305176,117.949996948242,622100,2018-08-24
"6348401","FBHS",54.4500007629395,54.2900009155273,54.2900009155273,54.2099990844727,55.8499984741211,1436300,2018-08-24
"6429408","FTV",80.2200012207031,80.129997253418,80.129997253418,79.9000015258789,80.2699966430664,667300,2018-08-24
"6507205","DISH",35.189998626709,35.4500007629395,35.4500007629395,35.1500015258789,35.7099990844727,1966700,2018-08-24
"6538661","RCL",118.480003356934,119.709999084473,119.709999084473,118.300003051758,120.309997558594,1245100,2018-08-24
"6585761","NAVI",13.3400001525879,13.2799997329712,13.2799997329712,13.1800003051758,13.3599996566772,1607700,2018-08-24
"6633557","XEC",83.8399963378906,83.9000015258789,83.9000015258789,83.4199981689453,84.3499984741211,794800,2018-08-24
"6692169","NDAQ",93.3499984741211,94.7300033569336,94.7300033569336,93.2399978637695,94.9599990844727,698200,2018-08-24
"6720702","AZO",770.940002441406,770.52001953125,770.52001953125,765,771.900024414062,104900,2018-08-24
"6732471","JPM",114.980003356934,114.680000305176,114.680000305176,114.449996948242,115.220001220703,8843800,2018-08-24
"6770377","ABC",88.5999984741211,88.3300018310547,88.3300018310547,87.9199981689453,88.9800033569336,619400,2018-08-24
"6811219","OXY",79.4700012207031,79.3399963378906,79.3399963378906,79.2099990844727,80.4499969482422,2580800,2018-08-24
"6844096","CRM",148.5,152.300003051758,152.300003051758,148.5,152.380004882812,4880300,2018-08-24
"6869548","XEL",47.689998626709,47.9500007629395,47.9500007629395,47.4300003051758,48.0400009155273,2007700,2018-08-24
"6949706","ULTA",240.100006103516,241.669998168945,241.669998168945,237.649993896484,242.070007324219,712700,2018-08-24
"7232933","ECL",147.490005493164,148.929992675781,148.929992675781,147.210006713867,149.320007324219,757800,2018-08-24
"7397290","ABT",65.9000015258789,66.0999984741211,66.0999984741211,65.7900009155273,66.2600021362305,3831200,2018-08-24
"7403719","SCHW",50.4700012207031,50.5499992370605,50.5499992370605,50.4099998474121,50.9099998474121,3752500,2018-08-24
"7454088","PVH",153.880004882812,154.529998779297,154.529998779297,151.610000610352,154.839996337891,919300,2018-08-24
"7473164","QCOM",67,67.1500015258789,67.1500015258789,66.9400024414062,67.3600006103516,15999300,2018-08-24
"7644488","SWK",140.389999389648,140.970001220703,140.970001220703,139.25,141.029998779297,710100,2018-08-24
"7669694","HIG",50.1199989318848,50,50,49.9500007629395,50.3600006103516,3030000,2018-08-24
"7703665","HII",247.169998168945,247.610000610352,247.610000610352,244.75,247.960006713867,405700,2018-08-24
"7741389","JCI",39.1599998474121,39.2099990844727,39.2099990844727,39.1100006103516,39.3699989318848,3067100,2018-08-24
"7805965","PCG",44.0299987792969,42.810001373291,42.810001373291,42.3499984741211,44.0999984741211,8611000,2018-08-24
"7853666","ACN",165.910003662109,165.880004882812,165.880004882812,165.009994506836,166.789993286133,1768200,2018-08-24
"7857729","VFC",91.2099990844727,91.7699966430664,91.7699966430664,91.1100006103516,91.8399963378906,1887500,2018-08-24
"7946712","REG",64.7900009155273,65.4400024414062,65.4400024414062,64.7900009155273,65.4899978637695,699700,2018-08-24
"8012620","INTU",212.850006103516,216.630004882812,216.630004882812,211.460006713867,217.360000610352,2736600,2018-08-24
"8170428","PWR",34.2099990844727,33.7700004577637,33.7700004577637,33.5999984741211,34.2099990844727,750000,2018-08-24
"8217457","CSCO",46.2000007629395,46.3199996948242,46.3199996948242,46.0699996948242,46.439998626709,15574700,2018-08-24
"8226845","SRCL",61.6199989318848,61.3199996948242,61.3199996948242,61.0999984741211,62.4199981689453,694900,2018-08-24
"8311707","PXD",176.949996948242,176.039993286133,176.039993286133,175.570007324219,178.410003662109,911600,2018-08-24
"8321250","CSX",74.0199966430664,74.6500015258789,74.6500015258789,73.9800033569336,75.0100021362305,4292000,2018-08-24
"8360490","SIVB",327,326.529998779297,326.529998779297,325.140014648438,329.179992675781,330000,2018-08-24
"8414017","ADI",98.0599975585938,98.7799987792969,98.7799987792969,97.4400024414062,98.8899993896484,2674800,2018-08-24
"8527910","BHGE",32.6599998474121,32.7799987792969,32.7799987792969,32.4300003051758,32.9199981689453,1727700,2018-08-24
"8551887","JEC",72.8399963378906,72.7799987792969,72.7799987792969,72.1500015258789,72.8899993896484,666000,2018-08-24
"8593170","ADM",50.6500015258789,50.7000007629395,50.7000007629395,50.439998626709,50.7799987792969,1984100,2018-08-24
"8633841","AVGO",206.350006103516,209,209,204.679992675781,209.270004272461,2054100,2018-08-24
"8669694","NWSA",13.4300003051758,13.3999996185303,13.3999996185303,13.2700004577637,13.5600004196167,3671100,2018-08-24
"8702549","ADP",143.860000610352,143.589996337891,143.589996337891,142.860000610352,144.039993286133,1087500,2018-08-24
"8714743","HLT",76.7699966430664,77.1100006103516,77.1100006103516,76.7699966430664,77.5999984741211,1725800,2018-08-24
"8750100","ADS",238.429992675781,236.929992675781,236.929992675781,236.339996337891,239.149993896484,323300,2018-08-24
"8751572","INTC",47.2900009155273,47.6599998474121,47.6599998474121,47.0800018310547,47.8899993896484,18210400,2018-08-24
"8790913","BWA",44.2200012207031,44.4099998474121,44.4099998474121,43.8899993896484,44.4099998474121,1687800,2018-08-24
"8791925","WMB",30.2099990844727,30.0799999237061,30.0799999237061,29.9300003051758,30.3999996185303,5797000,2018-08-24
"8794361","GGP",21.7399997711182,21.9300003051758,21.9300003051758,21.6499996185303,21.9899997711182,45401400,2018-08-24
"8818746","MAA",102,103.529998779297,103.529998779297,102,103.800003051758,464100,2018-08-24
"8902186","CTL",22.8600006103516,22.75,22.75,22.7399997711182,23.0100002288818,10612900,2018-08-24
"8946444","MAC",58.1500015258789,58.4300003051758,58.4300003051758,57.9500007629395,58.4900016784668,299500,2018-08-24
"8981621","PEG",52.4700012207031,52.75,52.75,52.1800003051758,52.8300018310547,2167400,2018-08-24
"9075447","XRAY",38.0900001525879,38.5,38.5,38.0800018310547,38.5900001525879,2284400,2018-08-24
"9081853","SYF",31.2999992370605,31.3600006103516,31.3600006103516,31.2099990844727,31.4599990844727,2475900,2018-08-24
"9174738","EFX",135.179992675781,132.570007324219,132.570007324219,132.389999389648,135.179992675781,702200,2018-08-24
"9174758","MAS",38.7400016784668,38.9199981689453,38.9199981689453,38.6399993896484,39.0800018310547,2651000,2018-08-24
"9182711","BAC",30.9400005340576,30.8899993896484,30.8899993896484,30.8500003814697,31.0799999237061,43580500,2018-08-24
"9240934","PEP",111.870002746582,112.150001525879,112.150001525879,111.800003051758,112.529998779297,3677700,2018-08-24
"9242338","WMT",95.0899963378906,94.9499969482422,94.9499969482422,94.3499984741211,95.6600036621094,8594300,2018-08-24
"9243768","MAR",122.580001831055,123.110000610352,123.110000610352,122.300003051758,123.589996337891,1408300,2018-08-24
"9274789","SYK",169.399993896484,169.979995727539,169.979995727539,169.270004272461,170.279998779297,616800,2018-08-24
"9349275","MAT",15.2799997329712,15.3999996185303,15.3999996185303,15.25,15.4700002670288,2862800,2018-08-24
"9350851","AEE",63.6399993896484,63.9900016784668,63.9900016784668,63.2799987792969,64.0199966430664,857700,2018-08-24
"9510881","EVHC",45.1699981689453,45.2999992370605,45.2999992370605,45.1100006103516,45.2999992370605,753200,2018-08-24
"9566325","SYY",75.4300003051758,75.7799987792969,75.7799987792969,75.1500015258789,75.9800033569336,2928500,2018-08-24
"9592650","ZBH",124.519996643066,125.400001525879,125.400001525879,124.519996643066,125.900001525879,1027500,2018-08-24
"9607839","FLS",51.6800003051758,51.689998626709,51.689998626709,51.2900009155273,51.8199996948242,584400,2018-08-24
"9649099","ILMN",335.470001220703,340.600006103516,340.600006103516,335.100006103516,343.109985351562,793300,2018-08-24
"9683885","FLR",57.7299995422363,57.7000007629395,57.7000007629395,57.2999992370605,57.8600006103516,616400,2018-08-24
"9700044","GIS",45.6399993896484,45.9799995422363,45.9799995422363,45.4799995422363,46.2200012207031,2231400,2018-08-24
"9743631","VRSK",117.459999084473,117.940002441406,117.940002441406,117.410003662109,118.290000915527,448100,2018-08-24
"9840681","VRSN",154.729995727539,156.080001831055,156.080001831055,154.729995727539,156.710006713867,474800,2018-08-24
"9854423","BXP",128.389999389648,129.039993286133,129.039993286133,127.959999084473,129.419998168945,803800,2018-08-24
"9857671","SCG",37.6699981689453,38.9500007629395,38.9500007629395,37.5900001525879,38.9900016784668,995000,2018-08-24
"9859356","AEP",71.2799987792969,71.5500030517578,71.5500030517578,70.7900009155273,71.6100006103516,1626000,2018-08-24
"9859808","ADBE",258.329986572266,261.510009765625,261.510009765625,258.329986572266,263.390014648438,3862300,2018-08-24
"10031917","BAX",72.2300033569336,72.3499984741211,72.3499984741211,71.8600006103516,72.5100021362305,2221700,2018-08-24
"10039825","AES",14.0699996948242,14.0100002288818,14.0100002288818,13.9499998092651,14.0900001525879,3863500,2018-08-24
"10059143","VRTX",176.449996948242,176.839996337891,176.839996337891,175.100006103516,177.279998779297,905200,2018-08-24
"10169204","PNC",143.75,142.929992675781,142.929992675781,142.779998779297,143.880004882812,1954700,2018-08-24
"10171362","AET",196.479995727539,197.270004272461,197.270004272461,196.479995727539,197.729995727539,1419300,2018-08-24
"10242148","FMC",85.120002746582,85.5400009155273,85.5400009155273,84.5500030517578,86.1399993896484,599500,2018-08-24
"10311403","MCD",158.740005493164,159.380004882812,159.380004882812,158.300003051758,159.860000610352,2199400,2018-08-24
"10437617","AMGN",196.880004882812,196.639999389648,196.639999389648,195.600006103516,197.5,1358500,2018-08-24
"10437783","HP",65.879997253418,65.8300018310547,65.8300018310547,65.4599990844727,66.1699981689453,698400,2018-08-24
"10439276","SLB",64.9800033569336,65.25,65.25,64.9800033569336,65.3600006103516,6416300,2018-08-24
"10450461","UAA",21.6599998474121,21.5,21.5,21.2900009155273,21.75,2582000,2018-08-24
